Wiederholung,Speicher Liste gesamt,Speicher Array gesamt,Speicherveraenderung Liste,Speicherveraenderung Array,Gesamtlaufzeit Liste,Gesamtlaufzeit Array,Gesamtlaufzeitveraenderung Liste,Gesamtlaufzeitveraenderung Array
1,88,112,32,8,4.76837158203125e-07,1.430511474609375e-05,4.76837158203125e-07,1.430511474609375e-05
2,88,120,0,8,9.5367431640625e-07,2.0265579223632812e-05,4.76837158203125e-07,5.9604644775390625e-06
3,88,128,0,8,1.430511474609375e-06,2.5272369384765625e-05,4.76837158203125e-07,5.0067901611328125e-06
4,88,136,0,8,1.6689300537109375e-06,3.600120544433594e-05,2.384185791015625e-07,1.0728836059570312e-05
5,120,144,32,8,1.9073486328125e-06,4.220008850097656e-05,2.384185791015625e-07,6.198883056640625e-06
6,120,152,0,8,1.9073486328125e-06,4.7206878662109375e-05,0.0,5.0067901611328125e-06
7,120,160,0,8,2.1457672119140625e-06,5.221366882324219e-05,2.384185791015625e-07,5.0067901611328125e-06
8,120,168,0,8,2.1457672119140625e-06,5.6743621826171875e-05,0.0,4.5299530029296875e-06
9,184,176,64,8,2.384185791015625e-06,6.127357482910156e-05,2.384185791015625e-07,4.5299530029296875e-06
10,184,184,0,8,2.6226043701171875e-06,6.580352783203125e-05,2.384185791015625e-07,4.5299530029296875e-06
11,184,192,0,8,2.6226043701171875e-06,7.033348083496094e-05,0.0,4.5299530029296875e-06
12,184,200,0,8,2.6226043701171875e-06,7.486343383789062e-05,0.0,4.5299530029296875e-06
13,184,208,0,8,2.6226043701171875e-06,7.939338684082031e-05,0.0,4.5299530029296875e-06
14,184,216,0,8,2.6226043701171875e-06,8.368492126464844e-05,0.0,4.291534423828125e-06
15,184,224,0,8,2.6226043701171875e-06,8.7738037109375e-05,0.0,4.0531158447265625e-06
16,184,232,0,8,2.6226043701171875e-06,9.202957153320312e-05,0.0,4.291534423828125e-06
17,256,240,72,8,3.0994415283203125e-06,9.655952453613281e-05,4.76837158203125e-07,4.5299530029296875e-06
18,256,248,0,8,3.0994415283203125e-06,0.00010085105895996094,0.0,4.291534423828125e-06
19,256,256,0,8,3.0994415283203125e-06,0.00010514259338378906,0.0,4.291534423828125e-06
20,256,264,0,8,3.0994415283203125e-06,0.00010967254638671875,0.0,4.5299530029296875e-06
21,256,272,0,8,3.337860107421875e-06,0.00011444091796875,2.384185791015625e-07,4.76837158203125e-06
22,256,280,0,8,3.337860107421875e-06,0.00011873245239257812,0.0,4.291534423828125e-06
23,256,288,0,8,3.337860107421875e-06,0.0001232624053955078,0.0,4.5299530029296875e-06
24,256,296,0,8,3.5762786865234375e-06,0.00012803077697753906,2.384185791015625e-07,4.76837158203125e-06
25,256,304,0,8,3.814697265625e-06,0.0001327991485595703,2.384185791015625e-07,4.76837158203125e-06
26,336,312,80,8,4.291534423828125e-06,0.0001373291015625,4.76837158203125e-07,4.5299530029296875e-06
27,336,320,0,8,4.291534423828125e-06,0.00014162063598632812,0.0,4.291534423828125e-06
28,336,328,0,8,4.291534423828125e-06,0.0001461505889892578,0.0,4.5299530029296875e-06
29,336,336,0,8,4.5299530029296875e-06,0.0001506805419921875,2.384185791015625e-07,4.5299530029296875e-06
30,336,344,0,8,4.76837158203125e-06,0.0001552104949951172,2.384185791015625e-07,4.5299530029296875e-06
31,336,352,0,8,4.76837158203125e-06,0.00015974044799804688,0.0,4.5299530029296875e-06
32,336,360,0,8,5.0067901611328125e-06,0.00016450881958007812,2.384185791015625e-07,4.76837158203125e-06
33,336,368,0,8,5.0067901611328125e-06,0.00016927719116210938,0.0,4.76837158203125e-06
34,336,376,0,8,5.0067901611328125e-06,0.00017380714416503906,0.0,4.5299530029296875e-06
35,336,384,0,8,5.245208740234375e-06,0.0001785755157470703,2.384185791015625e-07,4.76837158203125e-06
36,424,392,88,8,5.7220458984375e-06,0.00018310546875,4.76837158203125e-07,4.5299530029296875e-06
37,424,400,0,8,6.198883056640625e-06,0.00018739700317382812,4.76837158203125e-07,4.291534423828125e-06
38,424,408,0,8,6.198883056640625e-06,0.0001919269561767578,0.0,4.5299530029296875e-06
39,424,416,0,8,6.67572021484375e-06,0.00019621849060058594,4.76837158203125e-07,4.291534423828125e-06
40,424,424,0,8,6.67572021484375e-06,0.00020074844360351562,0.0,4.5299530029296875e-06
41,424,432,0,8,6.67572021484375e-06,0.00020503997802734375,0.0,4.291534423828125e-06
42,424,440,0,8,6.67572021484375e-06,0.00020956993103027344,0.0,4.5299530029296875e-06
43,424,448,0,8,6.9141387939453125e-06,0.00021386146545410156,2.384185791015625e-07,4.291534423828125e-06
44,424,456,0,8,7.152557373046875e-06,0.00021839141845703125,2.384185791015625e-07,4.5299530029296875e-06
45,424,464,0,8,7.3909759521484375e-06,0.0002231597900390625,2.384185791015625e-07,4.76837158203125e-06
46,424,472,0,8,7.62939453125e-06,0.0002276897430419922,2.384185791015625e-07,4.5299530029296875e-06
47,520,480,96,8,7.867813110351562e-06,0.00023221969604492188,2.384185791015625e-07,4.5299530029296875e-06
48,520,488,0,8,7.867813110351562e-06,0.00023627281188964844,0.0,4.0531158447265625e-06
49,520,496,0,8,8.106231689453125e-06,0.0002410411834716797,2.384185791015625e-07,4.76837158203125e-06
50,520,504,0,8,8.344650268554688e-06,0.0002455711364746094,2.384185791015625e-07,4.5299530029296875e-06
51,520,512,0,8,8.344650268554688e-06,0.0002503395080566406,0.0,4.76837158203125e-06
52,520,520,0,8,8.344650268554688e-06,0.00025463104248046875,0.0,4.291534423828125e-06
53,520,528,0,8,8.344650268554688e-06,0.0002586841583251953,0.0,4.0531158447265625e-06
54,520,536,0,8,8.58306884765625e-06,0.000263214111328125,2.384185791015625e-07,4.5299530029296875e-06
55,520,544,0,8,8.58306884765625e-06,0.0002675056457519531,0.0,4.291534423828125e-06
56,520,552,0,8,8.58306884765625e-06,0.00027179718017578125,0.0,4.291534423828125e-06
57,520,560,0,8,8.58306884765625e-06,0.0002760887145996094,0.0,4.291534423828125e-06
58,520,568,0,8,9.059906005859375e-06,0.0002803802490234375,4.76837158203125e-07,4.291534423828125e-06
59,632,576,112,8,9.5367431640625e-06,0.0002849102020263672,4.76837158203125e-07,4.5299530029296875e-06
60,632,584,0,8,9.775161743164062e-06,0.0002892017364501953,2.384185791015625e-07,4.291534423828125e-06
61,632,592,0,8,1.0013580322265625e-05,0.00029349327087402344,2.384185791015625e-07,4.291534423828125e-06
62,632,600,0,8,1.0251998901367188e-05,0.00029778480529785156,2.384185791015625e-07,4.291534423828125e-06
63,632,608,0,8,1.049041748046875e-05,0.00030231475830078125,2.384185791015625e-07,4.5299530029296875e-06
64,632,616,0,8,1.049041748046875e-05,0.0003066062927246094,0.0,4.291534423828125e-06
65,632,624,0,8,1.049041748046875e-05,0.0003108978271484375,0.0,4.291534423828125e-06
66,632,632,0,8,1.049041748046875e-05,0.0003151893615722656,0.0,4.291534423828125e-06
67,632,640,0,8,1.0967254638671875e-05,0.00031948089599609375,4.76837158203125e-07,4.291534423828125e-06
68,632,648,0,8,1.1205673217773438e-05,0.00032401084899902344,2.384185791015625e-07,4.5299530029296875e-06
69,632,656,0,8,1.1444091796875e-05,0.00032830238342285156,2.384185791015625e-07,4.291534423828125e-06
70,632,664,0,8,1.1682510375976562e-05,0.0003325939178466797,2.384185791015625e-07,4.291534423828125e-06
71,632,672,0,8,1.1682510375976562e-05,0.0003368854522705078,0.0,4.291534423828125e-06
72,632,680,0,8,1.1920928955078125e-05,0.00034117698669433594,2.384185791015625e-07,4.291534423828125e-06
73,760,688,128,8,1.239776611328125e-05,0.0003457069396972656,4.76837158203125e-07,4.5299530029296875e-06
74,760,696,0,8,1.2636184692382812e-05,0.0003502368927001953,2.384185791015625e-07,4.5299530029296875e-06
75,760,704,0,8,1.2874603271484375e-05,0.00035452842712402344,2.384185791015625e-07,4.291534423828125e-06
76,760,712,0,8,1.3113021850585938e-05,0.00035881996154785156,2.384185791015625e-07,4.291534423828125e-06
77,760,720,0,8,1.3113021850585938e-05,0.0003631114959716797,0.0,4.291534423828125e-06
78,760,728,0,8,1.3113021850585938e-05,0.0003674030303955078,0.0,4.291534423828125e-06
79,760,736,0,8,1.3113021850585938e-05,0.0003719329833984375,0.0,4.5299530029296875e-06
80,760,744,0,8,1.33514404296875e-05,0.0003762245178222656,2.384185791015625e-07,4.291534423828125e-06
81,760,752,0,8,1.33514404296875e-05,0.00038051605224609375,0.0,4.291534423828125e-06
82,760,760,0,8,1.33514404296875e-05,0.0003848075866699219,0.0,4.291534423828125e-06
83,760,768,0,8,1.33514404296875e-05,0.00038933753967285156,0.0,4.5299530029296875e-06
84,760,776,0,8,1.3589859008789062e-05,0.0003936290740966797,2.384185791015625e-07,4.291534423828125e-06
85,760,784,0,8,1.3828277587890625e-05,0.0003979206085205078,2.384185791015625e-07,4.291534423828125e-06
86,760,792,0,8,1.3828277587890625e-05,0.00040221214294433594,0.0,4.291534423828125e-06
87,760,800,0,8,1.3828277587890625e-05,0.0004067420959472656,0.0,4.5299530029296875e-06
88,760,808,0,8,1.4066696166992188e-05,0.00043964385986328125,2.384185791015625e-07,3.2901763916015625e-05
89,904,816,144,8,1.4543533325195312e-05,0.00044655799865722656,4.76837158203125e-07,6.9141387939453125e-06
90,904,824,0,8,1.4781951904296875e-05,0.0004515647888183594,2.384185791015625e-07,5.0067901611328125e-06
91,904,832,0,8,1.5020370483398438e-05,0.00045609474182128906,2.384185791015625e-07,4.5299530029296875e-06
92,904,840,0,8,1.5020370483398438e-05,0.0004608631134033203,0.0,4.76837158203125e-06
93,904,848,0,8,1.5020370483398438e-05,0.00046515464782714844,0.0,4.291534423828125e-06
94,904,856,0,8,1.52587890625e-05,0.0004696846008300781,2.384185791015625e-07,4.5299530029296875e-06
95,904,864,0,8,1.52587890625e-05,0.00047397613525390625,0.0,4.291534423828125e-06
96,904,872,0,8,1.5497207641601562e-05,0.0004782676696777344,2.384185791015625e-07,4.291534423828125e-06
97,904,880,0,8,1.5497207641601562e-05,0.0004825592041015625,0.0,4.291534423828125e-06
98,904,888,0,8,1.5497207641601562e-05,0.0004870891571044922,0.0,4.5299530029296875e-06
99,904,896,0,8,1.5735626220703125e-05,0.0004916191101074219,2.384185791015625e-07,4.5299530029296875e-06
100,904,904,0,8,1.5735626220703125e-05,0.0004961490631103516,0.0,4.5299530029296875e-06
101,904,912,0,8,1.5735626220703125e-05,0.0005004405975341797,0.0,4.291534423828125e-06
102,904,920,0,8,1.5974044799804688e-05,0.0005052089691162109,2.384185791015625e-07,4.76837158203125e-06
103,904,928,0,8,1.5974044799804688e-05,0.0005097389221191406,0.0,4.5299530029296875e-06
104,904,936,0,8,1.621246337890625e-05,0.0005145072937011719,2.384185791015625e-07,4.76837158203125e-06
105,904,944,0,8,1.621246337890625e-05,0.0005190372467041016,0.0,4.5299530029296875e-06
106,904,952,0,8,1.6450881958007812e-05,0.0005235671997070312,2.384185791015625e-07,4.5299530029296875e-06
107,1064,960,160,8,1.6689300537109375e-05,0.0005280971527099609,2.384185791015625e-07,4.5299530029296875e-06
108,1064,968,0,8,1.6927719116210938e-05,0.0005326271057128906,2.384185791015625e-07,4.5299530029296875e-06
109,1064,976,0,8,1.71661376953125e-05,0.0005373954772949219,2.384185791015625e-07,4.76837158203125e-06
110,1064,984,0,8,1.7404556274414062e-05,0.0005421638488769531,2.384185791015625e-07,4.76837158203125e-06
111,1064,992,0,8,1.7404556274414062e-05,0.0005466938018798828,0.0,4.5299530029296875e-06
112,1064,1000,0,8,1.7404556274414062e-05,0.0005512237548828125,0.0,4.5299530029296875e-06
113,1064,1008,0,8,1.7404556274414062e-05,0.0005555152893066406,0.0,4.291534423828125e-06
114,1064,1016,0,8,1.7642974853515625e-05,0.0005598068237304688,2.384185791015625e-07,4.291534423828125e-06
115,1064,1024,0,8,1.7642974853515625e-05,0.0005640983581542969,0.0,4.291534423828125e-06
116,1064,1032,0,8,1.7881393432617188e-05,0.000568389892578125,2.384185791015625e-07,4.291534423828125e-06
