Wiederholung,Speicher Liste gesamt,Speicher Array gesamt,Speicherveraenderung Liste,Speicherveraenderung Array,Gesamtlaufzeit Liste,Gesamtlaufzeit Array,Gesamtlaufzeitveraenderung Liste,Gesamtlaufzeitveraenderung Array
1,88,112,32,8,2.384185791015625e-07,1.71661376953125e-05,2.384185791015625e-07,1.71661376953125e-05
2,88,120,0,8,4.76837158203125e-07,2.4557113647460938e-05,2.384185791015625e-07,7.3909759521484375e-06
3,88,128,0,8,7.152557373046875e-07,3.0040740966796875e-05,2.384185791015625e-07,5.4836273193359375e-06
4,88,136,0,8,9.5367431640625e-07,3.504753112792969e-05,2.384185791015625e-07,5.0067901611328125e-06
5,120,144,32,8,1.1920928955078125e-06,4.00543212890625e-05,2.384185791015625e-07,5.0067901611328125e-06
6,120,152,0,8,1.1920928955078125e-06,4.506111145019531e-05,0.0,5.0067901611328125e-06
7,120,160,0,8,1.1920928955078125e-06,4.982948303222656e-05,0.0,4.76837158203125e-06
8,120,168,0,8,1.430511474609375e-06,5.459785461425781e-05,2.384185791015625e-07,4.76837158203125e-06
9,184,176,64,8,1.9073486328125e-06,5.91278076171875e-05,4.76837158203125e-07,4.5299530029296875e-06
10,184,184,0,8,1.9073486328125e-06,6.341934204101562e-05,0.0,4.291534423828125e-06
11,184,192,0,8,1.9073486328125e-06,6.771087646484375e-05,0.0,4.291534423828125e-06
12,184,200,0,8,2.384185791015625e-06,7.200241088867188e-05,4.76837158203125e-07,4.291534423828125e-06
13,184,208,0,8,2.86102294921875e-06,9.489059448242188e-05,4.76837158203125e-07,2.288818359375e-05
14,184,216,0,8,2.86102294921875e-06,0.00010180473327636719,0.0,6.9141387939453125e-06
15,184,224,0,8,3.337860107421875e-06,0.0001220703125,4.76837158203125e-07,2.0265579223632812e-05
16,184,232,0,8,3.5762786865234375e-06,0.0001285076141357422,2.384185791015625e-07,6.4373016357421875e-06
17,256,240,72,8,4.0531158447265625e-06,0.000133514404296875,4.76837158203125e-07,5.0067901611328125e-06
18,256,248,0,8,4.0531158447265625e-06,0.00013780593872070312,0.0,4.291534423828125e-06
19,256,256,0,8,4.0531158447265625e-06,0.00014209747314453125,0.0,4.291534423828125e-06
20,256,264,0,8,4.0531158447265625e-06,0.00014638900756835938,0.0,4.291534423828125e-06
21,256,272,0,8,4.0531158447265625e-06,0.0001506805419921875,0.0,4.291534423828125e-06
22,256,280,0,8,4.0531158447265625e-06,0.00015497207641601562,0.0,4.291534423828125e-06
23,256,288,0,8,4.0531158447265625e-06,0.00015926361083984375,0.0,4.291534423828125e-06
24,256,296,0,8,4.0531158447265625e-06,0.00016379356384277344,0.0,4.5299530029296875e-06
25,256,304,0,8,4.291534423828125e-06,0.00016808509826660156,2.384185791015625e-07,4.291534423828125e-06
26,336,312,80,8,4.76837158203125e-06,0.0001723766326904297,4.76837158203125e-07,4.291534423828125e-06
27,336,320,0,8,4.76837158203125e-06,0.00017690658569335938,0.0,4.5299530029296875e-06
28,336,328,0,8,5.0067901611328125e-06,0.0001811981201171875,2.384185791015625e-07,4.291534423828125e-06
29,336,336,0,8,5.0067901611328125e-06,0.0001857280731201172,0.0,4.5299530029296875e-06
30,336,344,0,8,5.245208740234375e-06,0.0001900196075439453,2.384185791015625e-07,4.291534423828125e-06
31,336,352,0,8,5.245208740234375e-06,0.000194549560546875,0.0,4.5299530029296875e-06
32,336,360,0,8,5.245208740234375e-06,0.00019860267639160156,0.0,4.0531158447265625e-06
33,336,368,0,8,5.4836273193359375e-06,0.0002028942108154297,2.384185791015625e-07,4.291534423828125e-06
34,336,376,0,8,5.7220458984375e-06,0.0002071857452392578,2.384185791015625e-07,4.291534423828125e-06
35,336,384,0,8,5.9604644775390625e-06,0.00021147727966308594,2.384185791015625e-07,4.291534423828125e-06
36,424,392,88,8,6.4373016357421875e-06,0.00021600723266601562,4.76837158203125e-07,4.5299530029296875e-06
37,424,400,0,8,6.4373016357421875e-06,0.0002205371856689453,0.0,4.5299530029296875e-06
38,424,408,0,8,6.67572021484375e-06,0.00022459030151367188,2.384185791015625e-07,4.0531158447265625e-06
39,424,416,0,8,6.67572021484375e-06,0.0002288818359375,0.0,4.291534423828125e-06
40,424,424,0,8,6.67572021484375e-06,0.00023317337036132812,0.0,4.291534423828125e-06
41,424,432,0,8,6.67572021484375e-06,0.00023746490478515625,0.0,4.291534423828125e-06
42,424,440,0,8,7.152557373046875e-06,0.00024175643920898438,4.76837158203125e-07,4.291534423828125e-06
43,424,448,0,8,7.3909759521484375e-06,0.0002460479736328125,2.384185791015625e-07,4.291534423828125e-06
44,424,456,0,8,7.867813110351562e-06,0.0002503395080566406,4.76837158203125e-07,4.291534423828125e-06
45,424,464,0,8,8.106231689453125e-06,0.0002548694610595703,2.384185791015625e-07,4.5299530029296875e-06
46,424,472,0,8,8.106231689453125e-06,0.0002593994140625,0.0,4.5299530029296875e-06
47,520,480,96,8,8.344650268554688e-06,0.0002636909484863281,2.384185791015625e-07,4.291534423828125e-06
48,520,488,0,8,8.58306884765625e-06,0.00026798248291015625,2.384185791015625e-07,4.291534423828125e-06
49,520,496,0,8,8.58306884765625e-06,0.00027251243591308594,0.0,4.5299530029296875e-06
50,520,504,0,8,8.821487426757812e-06,0.00027680397033691406,2.384185791015625e-07,4.291534423828125e-06
51,520,512,0,8,8.821487426757812e-06,0.0002810955047607422,0.0,4.291534423828125e-06
52,520,520,0,8,8.821487426757812e-06,0.0002853870391845703,0.0,4.291534423828125e-06
53,520,528,0,8,9.059906005859375e-06,0.0002894401550292969,2.384185791015625e-07,4.0531158447265625e-06
54,520,536,0,8,9.059906005859375e-06,0.00029349327087402344,0.0,4.0531158447265625e-06
55,520,544,0,8,9.059906005859375e-06,0.00029754638671875,0.0,4.0531158447265625e-06
56,520,552,0,8,9.298324584960938e-06,0.00030159950256347656,2.384185791015625e-07,4.0531158447265625e-06
57,520,560,0,8,9.298324584960938e-06,0.0003056526184082031,0.0,4.0531158447265625e-06
58,520,568,0,8,9.5367431640625e-06,0.0003097057342529297,2.384185791015625e-07,4.0531158447265625e-06
59,632,576,112,8,1.0251998901367188e-05,0.0003139972686767578,7.152557373046875e-07,4.291534423828125e-06
60,632,584,0,8,1.0251998901367188e-05,0.00031828880310058594,0.0,4.291534423828125e-06
61,632,592,0,8,1.0251998901367188e-05,0.0003228187561035156,0.0,4.5299530029296875e-06
62,632,600,0,8,1.049041748046875e-05,0.00033354759216308594,2.384185791015625e-07,1.0728836059570312e-05
63,632,608,0,8,1.049041748046875e-05,0.000339508056640625,0.0,5.9604644775390625e-06
64,632,616,0,8,1.0728836059570312e-05,0.0003445148468017578,2.384185791015625e-07,5.0067901611328125e-06
65,632,624,0,8,1.0728836059570312e-05,0.0003490447998046875,0.0,4.5299530029296875e-06
66,632,632,0,8,1.0967254638671875e-05,0.00036644935607910156,2.384185791015625e-07,1.7404556274414062e-05
67,632,640,0,8,1.0967254638671875e-05,0.0003707408905029297,0.0,4.291534423828125e-06
68,632,648,0,8,1.1444091796875e-05,0.0003750324249267578,4.76837158203125e-07,4.291534423828125e-06
69,632,656,0,8,1.1920928955078125e-05,0.00037932395935058594,4.76837158203125e-07,4.291534423828125e-06
70,632,664,0,8,1.2159347534179688e-05,0.0003838539123535156,2.384185791015625e-07,4.5299530029296875e-06
71,632,672,0,8,1.2159347534179688e-05,0.00038814544677734375,0.0,4.291534423828125e-06
72,632,680,0,8,1.2159347534179688e-05,0.000392913818359375,0.0,4.76837158203125e-06
