Wiederholung,Speicher Liste gesamt,Speicher Array gesamt,Speicherveraenderung Liste,Speicherveraenderung Array,Gesamtlaufzeit Liste,Gesamtlaufzeit Array,Gesamtlaufzeitveraenderung Liste,Gesamtlaufzeitveraenderung Array
1,88,112,32,8,4.76837158203125e-07,3.075599670410156e-05,4.76837158203125e-07,3.075599670410156e-05
2,88,120,0,8,9.5367431640625e-07,3.8623809814453125e-05,4.76837158203125e-07,7.867813110351562e-06
3,88,128,0,8,1.1920928955078125e-06,4.482269287109375e-05,2.384185791015625e-07,6.198883056640625e-06
4,88,136,0,8,1.430511474609375e-06,5.0067901611328125e-05,2.384185791015625e-07,5.245208740234375e-06
5,120,144,32,8,1.6689300537109375e-06,5.507469177246094e-05,2.384185791015625e-07,5.0067901611328125e-06
6,120,152,0,8,1.9073486328125e-06,5.984306335449219e-05,2.384185791015625e-07,4.76837158203125e-06
7,120,160,0,8,2.1457672119140625e-06,6.4849853515625e-05,2.384185791015625e-07,5.0067901611328125e-06
8,120,168,0,8,2.384185791015625e-06,6.937980651855469e-05,2.384185791015625e-07,4.5299530029296875e-06
9,184,176,64,8,2.384185791015625e-06,7.414817810058594e-05,0.0,4.76837158203125e-06
10,184,184,0,8,2.6226043701171875e-06,0.000102996826171875,2.384185791015625e-07,2.8848648071289062e-05
11,184,192,0,8,2.86102294921875e-06,0.00011014938354492188,2.384185791015625e-07,7.152557373046875e-06
12,184,200,0,8,2.86102294921875e-06,0.0001277923583984375,0.0,1.7642974853515625e-05
13,184,208,0,8,3.0994415283203125e-06,0.0001323223114013672,2.384185791015625e-07,4.5299530029296875e-06
14,184,216,0,8,3.337860107421875e-06,0.0001366138458251953,2.384185791015625e-07,4.291534423828125e-06
15,184,224,0,8,3.5762786865234375e-06,0.00014090538024902344,2.384185791015625e-07,4.291534423828125e-06
16,184,232,0,8,3.5762786865234375e-06,0.0001456737518310547,0.0,4.76837158203125e-06
17,256,240,72,8,3.5762786865234375e-06,0.0001499652862548828,0.0,4.291534423828125e-06
18,256,248,0,8,3.814697265625e-06,0.00015425682067871094,2.384185791015625e-07,4.291534423828125e-06
19,256,256,0,8,4.0531158447265625e-06,0.00015878677368164062,2.384185791015625e-07,4.5299530029296875e-06
20,256,264,0,8,4.0531158447265625e-06,0.00016307830810546875,0.0,4.291534423828125e-06
21,256,272,0,8,4.0531158447265625e-06,0.00016760826110839844,0.0,4.5299530029296875e-06
22,256,280,0,8,4.0531158447265625e-06,0.00017213821411132812,0.0,4.5299530029296875e-06
23,256,288,0,8,4.291534423828125e-06,0.00017642974853515625,2.384185791015625e-07,4.291534423828125e-06
