Wiederholung,Speicher Liste gesamt,Speicher Array gesamt,Speicherveraenderung Liste,Speicherveraenderung Array,Gesamtlaufzeit Liste,Gesamtlaufzeit Array,Gesamtlaufzeitveraenderung Liste,Gesamtlaufzeitveraenderung Array
1,88,112,32,8,2.384185791015625e-07,1.4781951904296875e-05,2.384185791015625e-07,1.4781951904296875e-05
2,88,120,0,8,4.76837158203125e-07,2.1219253540039062e-05,2.384185791015625e-07,6.4373016357421875e-06
3,88,128,0,8,7.152557373046875e-07,2.6702880859375e-05,2.384185791015625e-07,5.4836273193359375e-06
4,88,136,0,8,9.5367431640625e-07,3.170967102050781e-05,2.384185791015625e-07,5.0067901611328125e-06
5,120,144,32,8,1.1920928955078125e-06,3.695487976074219e-05,2.384185791015625e-07,5.245208740234375e-06
6,120,152,0,8,1.6689300537109375e-06,4.172325134277344e-05,4.76837158203125e-07,4.76837158203125e-06
7,120,160,0,8,1.6689300537109375e-06,4.601478576660156e-05,0.0,4.291534423828125e-06
8,120,168,0,8,1.6689300537109375e-06,5.030632019042969e-05,0.0,4.291534423828125e-06
9,184,176,64,8,2.1457672119140625e-06,5.4836273193359375e-05,4.76837158203125e-07,4.5299530029296875e-06
10,184,184,0,8,2.384185791015625e-06,5.91278076171875e-05,2.384185791015625e-07,4.291534423828125e-06
11,184,192,0,8,2.384185791015625e-06,6.318092346191406e-05,0.0,4.0531158447265625e-06
12,184,200,0,8,2.384185791015625e-06,6.771087646484375e-05,0.0,4.5299530029296875e-06
13,184,208,0,8,2.384185791015625e-06,7.224082946777344e-05,0.0,4.5299530029296875e-06
14,184,216,0,8,2.6226043701171875e-06,7.677078247070312e-05,2.384185791015625e-07,4.5299530029296875e-06
15,184,224,0,8,2.86102294921875e-06,8.130073547363281e-05,2.384185791015625e-07,4.5299530029296875e-06
16,184,232,0,8,2.86102294921875e-06,8.58306884765625e-05,0.0,4.5299530029296875e-06
17,256,240,72,8,3.0994415283203125e-06,9.012222290039062e-05,2.384185791015625e-07,4.291534423828125e-06
18,256,248,0,8,3.0994415283203125e-06,9.465217590332031e-05,0.0,4.5299530029296875e-06
19,256,256,0,8,3.337860107421875e-06,9.894371032714844e-05,2.384185791015625e-07,4.291534423828125e-06
20,256,264,0,8,3.337860107421875e-06,0.00010323524475097656,0.0,4.291534423828125e-06
21,256,272,0,8,3.337860107421875e-06,0.00010776519775390625,0.0,4.5299530029296875e-06
22,256,280,0,8,3.5762786865234375e-06,0.00011205673217773438,2.384185791015625e-07,4.291534423828125e-06
23,256,288,0,8,3.5762786865234375e-06,0.0001163482666015625,0.0,4.291534423828125e-06
24,256,296,0,8,3.5762786865234375e-06,0.00012063980102539062,0.0,4.291534423828125e-06
25,256,304,0,8,3.5762786865234375e-06,0.0001251697540283203,0.0,4.5299530029296875e-06
26,336,312,80,8,4.0531158447265625e-06,0.00012969970703125,4.76837158203125e-07,4.5299530029296875e-06
27,336,320,0,8,4.291534423828125e-06,0.00013399124145507812,2.384185791015625e-07,4.291534423828125e-06
28,336,328,0,8,4.291534423828125e-06,0.00013828277587890625,0.0,4.291534423828125e-06
29,336,336,0,8,4.291534423828125e-06,0.00014257431030273438,0.0,4.291534423828125e-06
30,336,344,0,8,4.5299530029296875e-06,0.00014710426330566406,2.384185791015625e-07,4.5299530029296875e-06
31,336,352,0,8,4.76837158203125e-06,0.0001513957977294922,2.384185791015625e-07,4.291534423828125e-06
32,336,360,0,8,4.76837158203125e-06,0.0001556873321533203,0.0,4.291534423828125e-06
33,336,368,0,8,4.76837158203125e-06,0.00016021728515625,0.0,4.5299530029296875e-06
34,336,376,0,8,4.76837158203125e-06,0.00016498565673828125,0.0,4.76837158203125e-06
35,336,384,0,8,4.76837158203125e-06,0.00016927719116210938,0.0,4.291534423828125e-06
36,424,392,88,8,5.0067901611328125e-06,0.00017380714416503906,2.384185791015625e-07,4.5299530029296875e-06
37,424,400,0,8,5.0067901611328125e-06,0.00017833709716796875,0.0,4.5299530029296875e-06
38,424,408,0,8,5.245208740234375e-06,0.00018262863159179688,2.384185791015625e-07,4.291534423828125e-06
39,424,416,0,8,5.4836273193359375e-06,0.000186920166015625,2.384185791015625e-07,4.291534423828125e-06
40,424,424,0,8,5.4836273193359375e-06,0.0001914501190185547,0.0,4.5299530029296875e-06
41,424,432,0,8,5.4836273193359375e-06,0.0001957416534423828,0.0,4.291534423828125e-06
42,424,440,0,8,5.4836273193359375e-06,0.00020003318786621094,0.0,4.291534423828125e-06
43,424,448,0,8,5.7220458984375e-06,0.00020456314086914062,2.384185791015625e-07,4.5299530029296875e-06
44,424,456,0,8,5.9604644775390625e-06,0.0002090930938720703,2.384185791015625e-07,4.5299530029296875e-06
45,424,464,0,8,5.9604644775390625e-06,0.0002269744873046875,0.0,1.7881393432617188e-05
46,424,472,0,8,6.198883056640625e-06,0.0002372264862060547,2.384185791015625e-07,1.0251998901367188e-05
47,520,480,96,8,6.67572021484375e-06,0.00024271011352539062,4.76837158203125e-07,5.4836273193359375e-06
48,520,488,0,8,6.67572021484375e-06,0.000247955322265625,0.0,5.245208740234375e-06
49,520,496,0,8,6.9141387939453125e-06,0.00025272369384765625,2.384185791015625e-07,4.76837158203125e-06
50,520,504,0,8,6.9141387939453125e-06,0.00025725364685058594,0.0,4.5299530029296875e-06
51,520,512,0,8,6.9141387939453125e-06,0.0002620220184326172,0.0,4.76837158203125e-06
52,520,520,0,8,7.152557373046875e-06,0.0002663135528564453,2.384185791015625e-07,4.291534423828125e-06
53,520,528,0,8,7.3909759521484375e-06,0.00027060508728027344,2.384185791015625e-07,4.291534423828125e-06
54,520,536,0,8,7.3909759521484375e-06,0.0002753734588623047,0.0,4.76837158203125e-06
55,520,544,0,8,7.62939453125e-06,0.0002796649932861328,2.384185791015625e-07,4.291534423828125e-06
56,520,552,0,8,7.867813110351562e-06,0.00028395652770996094,2.384185791015625e-07,4.291534423828125e-06
57,520,560,0,8,7.867813110351562e-06,0.0002884864807128906,0.0,4.5299530029296875e-06
58,520,568,0,8,8.106231689453125e-06,0.00029277801513671875,2.384185791015625e-07,4.291534423828125e-06
59,632,576,112,8,8.58306884765625e-06,0.0002970695495605469,4.76837158203125e-07,4.291534423828125e-06
60,632,584,0,8,8.821487426757812e-06,0.00030159950256347656,2.384185791015625e-07,4.5299530029296875e-06
61,632,592,0,8,9.059906005859375e-06,0.0003063678741455078,2.384185791015625e-07,4.76837158203125e-06
62,632,600,0,8,9.298324584960938e-06,0.0003108978271484375,2.384185791015625e-07,4.5299530029296875e-06
63,632,608,0,8,9.298324584960938e-06,0.00031566619873046875,0.0,4.76837158203125e-06
64,632,616,0,8,9.298324584960938e-06,0.00032019615173339844,0.0,4.5299530029296875e-06
65,632,624,0,8,9.298324584960938e-06,0.0003247261047363281,0.0,4.5299530029296875e-06
66,632,632,0,8,9.5367431640625e-06,0.0003292560577392578,2.384185791015625e-07,4.5299530029296875e-06
67,632,640,0,8,9.5367431640625e-06,0.0003333091735839844,0.0,4.0531158447265625e-06
68,632,648,0,8,9.5367431640625e-06,0.0003376007080078125,0.0,4.291534423828125e-06
69,632,656,0,8,9.5367431640625e-06,0.0003418922424316406,0.0,4.291534423828125e-06
70,632,664,0,8,9.5367431640625e-06,0.0003459453582763672,0.0,4.0531158447265625e-06
71,632,672,0,8,9.775161743164062e-06,0.0003504753112792969,2.384185791015625e-07,4.5299530029296875e-06
72,632,680,0,8,1.0013580322265625e-05,0.00035500526428222656,2.384185791015625e-07,4.5299530029296875e-06
73,760,688,128,8,1.0251998901367188e-05,0.00035953521728515625,2.384185791015625e-07,4.5299530029296875e-06
74,760,696,0,8,1.0251998901367188e-05,0.0003638267517089844,0.0,4.291534423828125e-06
75,760,704,0,8,1.0251998901367188e-05,0.0003681182861328125,0.0,4.291534423828125e-06
76,760,712,0,8,1.0728836059570312e-05,0.0003724098205566406,4.76837158203125e-07,4.291534423828125e-06
77,760,720,0,8,1.0728836059570312e-05,0.00037670135498046875,0.0,4.291534423828125e-06
78,760,728,0,8,1.0728836059570312e-05,0.0003809928894042969,0.0,4.291534423828125e-06
79,760,736,0,8,1.0967254638671875e-05,0.00038552284240722656,2.384185791015625e-07,4.5299530029296875e-06
80,760,744,0,8,1.0967254638671875e-05,0.0003898143768310547,0.0,4.291534423828125e-06
81,760,752,0,8,1.0967254638671875e-05,0.0003943443298339844,0.0,4.5299530029296875e-06
82,760,760,0,8,1.1205673217773438e-05,0.0003986358642578125,2.384185791015625e-07,4.291534423828125e-06
83,760,768,0,8,1.1444091796875e-05,0.0004029273986816406,2.384185791015625e-07,4.291534423828125e-06
84,760,776,0,8,1.1682510375976562e-05,0.00040721893310546875,2.384185791015625e-07,4.291534423828125e-06
85,760,784,0,8,1.1682510375976562e-05,0.00041174888610839844,0.0,4.5299530029296875e-06
86,760,792,0,8,1.1682510375976562e-05,0.00041604042053222656,0.0,4.291534423828125e-06
87,760,800,0,8,1.1682510375976562e-05,0.0004203319549560547,0.0,4.291534423828125e-06
88,760,808,0,8,1.2159347534179688e-05,0.00043392181396484375,4.76837158203125e-07,1.3589859008789062e-05
89,904,816,144,8,1.239776611328125e-05,0.0004394054412841797,2.384185791015625e-07,5.4836273193359375e-06
90,904,824,0,8,1.239776611328125e-05,0.0004439353942871094,0.0,4.5299530029296875e-06
91,904,832,0,8,1.2636184692382812e-05,0.00044846534729003906,2.384185791015625e-07,4.5299530029296875e-06
92,904,840,0,8,1.2874603271484375e-05,0.00045299530029296875,2.384185791015625e-07,4.5299530029296875e-06
93,904,848,0,8,1.3113021850585938e-05,0.00045752525329589844,2.384185791015625e-07,4.5299530029296875e-06
94,904,856,0,8,1.33514404296875e-05,0.00046181678771972656,2.384185791015625e-07,4.291534423828125e-06
95,904,864,0,8,1.33514404296875e-05,0.0004668235778808594,0.0,5.0067901611328125e-06
96,904,872,0,8,1.33514404296875e-05,0.00047135353088378906,0.0,4.5299530029296875e-06
97,904,880,0,8,1.3589859008789062e-05,0.00047588348388671875,2.384185791015625e-07,4.5299530029296875e-06
98,904,888,0,8,1.3589859008789062e-05,0.0004801750183105469,0.0,4.291534423828125e-06
99,904,896,0,8,1.3589859008789062e-05,0.00048470497131347656,0.0,4.5299530029296875e-06
100,904,904,0,8,1.3589859008789062e-05,0.0004889965057373047,0.0,4.291534423828125e-06
101,904,912,0,8,1.3828277587890625e-05,0.0004932880401611328,2.384185791015625e-07,4.291534423828125e-06
102,904,920,0,8,1.3828277587890625e-05,0.0004978179931640625,0.0,4.5299530029296875e-06
103,904,928,0,8,1.3828277587890625e-05,0.0005025863647460938,0.0,4.76837158203125e-06
104,904,936,0,8,1.3828277587890625e-05,0.0005071163177490234,0.0,4.5299530029296875e-06
105,904,944,0,8,1.4066696166992188e-05,0.0005114078521728516,2.384185791015625e-07,4.291534423828125e-06
106,904,952,0,8,1.4066696166992188e-05,0.0005159378051757812,0.0,4.5299530029296875e-06
107,1064,960,160,8,1.430511474609375e-05,0.0005202293395996094,2.384185791015625e-07,4.291534423828125e-06
108,1064,968,0,8,1.4543533325195312e-05,0.0005247592926025391,2.384185791015625e-07,4.5299530029296875e-06
109,1064,976,0,8,1.4781951904296875e-05,0.0005292892456054688,2.384185791015625e-07,4.5299530029296875e-06
110,1064,984,0,8,1.4781951904296875e-05,0.0005521774291992188,0.0,2.288818359375e-05
111,1064,992,0,8,1.4781951904296875e-05,0.0005581378936767578,0.0,5.9604644775390625e-06
112,1064,1000,0,8,1.4781951904296875e-05,0.0005633831024169922,0.0,5.245208740234375e-06
113,1064,1008,0,8,1.5020370483398438e-05,0.000568389892578125,2.384185791015625e-07,5.0067901611328125e-06
114,1064,1016,0,8,1.52587890625e-05,0.0005733966827392578,2.384185791015625e-07,5.0067901611328125e-06
115,1064,1024,0,8,1.5735626220703125e-05,0.0005779266357421875,4.76837158203125e-07,4.5299530029296875e-06
116,1064,1032,0,8,1.5974044799804688e-05,0.0005824565887451172,2.384185791015625e-07,4.5299530029296875e-06
117,1064,1040,0,8,1.5974044799804688e-05,0.0005869865417480469,0.0,4.5299530029296875e-06
118,1064,1048,0,8,1.5974044799804688e-05,0.000591278076171875,0.0,4.291534423828125e-06
119,1064,1056,0,8,1.6450881958007812e-05,0.0005955696105957031,4.76837158203125e-07,4.291534423828125e-06
120,1064,1064,0,8,1.6927719116210938e-05,0.0006000995635986328,4.76837158203125e-07,4.5299530029296875e-06
121,1064,1072,0,8,1.71661376953125e-05,0.0006043910980224609,2.384185791015625e-07,4.291534423828125e-06
122,1064,1080,0,8,1.7404556274414062e-05,0.0006086826324462891,2.384185791015625e-07,4.291534423828125e-06
123,1064,1088,0,8,1.7642974853515625e-05,0.0006129741668701172,2.384185791015625e-07,4.291534423828125e-06
124,1064,1096,0,8,1.7642974853515625e-05,0.0006175041198730469,0.0,4.5299530029296875e-06
125,1064,1104,0,8,1.7642974853515625e-05,0.0006220340728759766,0.0,4.5299530029296875e-06
126,1064,1112,0,8,1.7881393432617188e-05,0.0006270408630371094,2.384185791015625e-07,5.0067901611328125e-06
127,1240,1120,176,8,1.8358230590820312e-05,0.0006313323974609375,4.76837158203125e-07,4.291534423828125e-06
128,1240,1128,0,8,1.8596649169921875e-05,0.0006358623504638672,2.384185791015625e-07,4.5299530029296875e-06
129,1240,1136,0,8,1.8596649169921875e-05,0.0006403923034667969,0.0,4.5299530029296875e-06
130,1240,1144,0,8,1.8835067749023438e-05,0.0006449222564697266,2.384185791015625e-07,4.5299530029296875e-06
131,1240,1152,0,8,1.8835067749023438e-05,0.0006492137908935547,0.0,4.291534423828125e-06
132,1240,1160,0,8,1.8835067749023438e-05,0.0006537437438964844,0.0,4.5299530029296875e-06
133,1240,1168,0,8,1.8835067749023438e-05,0.0006585121154785156,0.0,4.76837158203125e-06
134,1240,1176,0,8,1.8835067749023438e-05,0.0006632804870605469,0.0,4.76837158203125e-06
135,1240,1184,0,8,1.9073486328125e-05,0.0006680488586425781,2.384185791015625e-07,4.76837158203125e-06
136,1240,1192,0,8,1.9073486328125e-05,0.0006728172302246094,0.0,4.76837158203125e-06
137,1240,1200,0,8,1.9311904907226562e-05,0.0006775856018066406,2.384185791015625e-07,4.76837158203125e-06
138,1240,1208,0,8,1.9550323486328125e-05,0.0006823539733886719,2.384185791015625e-07,4.76837158203125e-06
139,1240,1216,0,8,1.9550323486328125e-05,0.0006873607635498047,0.0,5.0067901611328125e-06
140,1240,1224,0,8,1.9788742065429688e-05,0.0006921291351318359,2.384185791015625e-07,4.76837158203125e-06
141,1240,1232,0,8,2.002716064453125e-05,0.0006968975067138672,2.384185791015625e-07,4.76837158203125e-06
142,1240,1240,0,8,2.002716064453125e-05,0.0007016658782958984,0.0,4.76837158203125e-06
143,1240,1248,0,8,2.002716064453125e-05,0.0007064342498779297,0.0,4.76837158203125e-06
144,1240,1256,0,8,2.002716064453125e-05,0.0007107257843017578,0.0,4.291534423828125e-06
145,1240,1264,0,8,2.002716064453125e-05,0.0007152557373046875,0.0,4.5299530029296875e-06
146,1240,1272,0,8,2.002716064453125e-05,0.0007197856903076172,0.0,4.5299530029296875e-06
147,1240,1280,0,8,2.0265579223632812e-05,0.0007243156433105469,2.384185791015625e-07,4.5299530029296875e-06
148,1240,1288,0,8,2.0503997802734375e-05,0.0007288455963134766,2.384185791015625e-07,4.5299530029296875e-06
149,1440,1296,200,8,2.09808349609375e-05,0.0007333755493164062,4.76837158203125e-07,4.5299530029296875e-06
150,1440,1304,0,8,2.09808349609375e-05,0.0007379055023193359,0.0,4.5299530029296875e-06
151,1440,1312,0,8,2.1219253540039062e-05,0.0007426738739013672,2.384185791015625e-07,4.76837158203125e-06
152,1440,1320,0,8,2.1219253540039062e-05,0.0007472038269042969,0.0,4.5299530029296875e-06
153,1440,1328,0,8,2.1457672119140625e-05,0.0007517337799072266,2.384185791015625e-07,4.5299530029296875e-06
154,1440,1336,0,8,2.1696090698242188e-05,0.0007562637329101562,2.384185791015625e-07,4.5299530029296875e-06
155,1440,1344,0,8,2.193450927734375e-05,0.0007607936859130859,2.384185791015625e-07,4.5299530029296875e-06
156,1440,1352,0,8,2.193450927734375e-05,0.0007655620574951172,0.0,4.76837158203125e-06
157,1440,1360,0,8,2.2172927856445312e-05,0.0007700920104980469,2.384185791015625e-07,4.5299530029296875e-06
158,1440,1368,0,8,2.2172927856445312e-05,0.0007748603820800781,0.0,4.76837158203125e-06
